pubResumen,pubNumOficio,pubFechaPubli
"Aplicación de beneficios contemplados en el D.F.L. N° 2, de 1959.",3303,03/12/2012 
"Exención de Impuesto Territorial a los inmuebles de propiedad del Fisco, conforme al Cuadro Anexo, Ley Nº 17.235, párrafo I, letra A, Nº 1.",2985,31/10/2012 
Vigencia de la exención establecida en la Ley N° 13.713.,2939,29/10/2012 
Situación tributaria y término de giro de Compañía de Seguros de Vida en quiebra.,2070,09/08/2012 
Aplicación del Impuesto de Timbres y Estampillas en una operación de financiamiento externo.,1954,03/08/2012 
"Solicita aclarar aplicación del artículo 24 N°6, de la Ley sobre Impuesto de Timbres y Estampillas. ",1949,03/08/2012 
Consultas sobre uso de energías renovables.,1777,20/07/2012 
Solicita pronunciamiento sobre validez de publicaciones efectuadas en un diario electrónico.,1776,20/07/2012 
"Alcance de la exención del Impuesto Territorial establecida por la Ley N° 13.713, de 1959, respecto de inmuebles pertenecientes a persona jurídica disuelta.",1386,05/06/2012 
Validez de “oficina virtual” como domicilio del contribuyente para fines tributarios.,1136,15/05/2012 
"Aplicación de la exención del Impuesto de Timbres y Estampillas establecida en el artículo 24 N° 6 del D.L. N° 3.475, respecto de la colocación y emisión de efectos de comercio que haga una Caja de Compensación de Asignación Familiar, en  conformidad  a  las disposiciones  del  Título  XVII  de  la   Ley  N° 18.045.",1135,15/05/2012 
"Aplicación de la exención del 100% del Impuesto Territorial contenida en el párrafo I, letra B), núm.1), del Cuadro Anexo de la Ley 17.235.",814,10/04/2012 
"Aplicación del artículo 27 de Ley Nº 17.235, en el caso de inmuebles fiscales entregados en concesión gratuita.",313,31/01/2012 
Consulta sobre aplicabilidad Impuesto Territorial a inmuebles de su propiedad y procedencia de exenciones.,2693,27/12/2013 
"Se ha solicitado a esta Dirección Nacional un pronunciamiento sobre la aplicación al Banco Central de Chile, de la exención de contribuciones que favorece a los inmuebles fiscales, establecida en el Cuadro Anexo de la Ley N° 17.235, sobre Impuesto Territorial. ",2590,16/12/2013 
"Aplicación de la exención establecida en el artículo 18°, N°2, de la Ley N° 16.271, sobre Impuesto a las Herencias, Asignaciones y Donaciones, respecto de las donaciones efectuadas por particulares a una corporación.",2485,27/11/2013 
"Exención del Impuesto de Herencias, Asignaciones y Donaciones establecida en el Art. 39° del D.L N°2079, de 1977.",2412,13/11/2013 
Donación de derechos hereditarios. Determinación del Impuesto a las donaciones establecido en la Ley N° 16.271.,2140,03/10/2013 
Consulta sobre norma de tasación aplicable en los casos de pérdida de documentos. ,2138,03/10/2013 
"Solicita aclaración sobre significado y alcance de locución “insumo producido o manufacturado” en la zona preferencial, en el marco de la interpretación de la Ley N° 18.392 (Ley Navarino).",2046,25/09/2013 
"Solicita confirmar criterio relativo a obligación de mantener documentación tributaria, de acuerdo con lo dispuesto en el artículo 17° del Código Tributario.",2013,13/09/2013 
Solicita exención del Impuesto Territorial a inmueble que indica.,2012,13/09/2013 
Aplicación de exención de Impuesto Territorial a inmueble de propiedad fiscal entregado en concesión a una Fundación.,1983,10/09/2013 
Pago de Impuesto Territorial por funcionarios a quienes se asignó vivienda de propiedad del Instituto de Previsión Social.  Informa cambio de criterio del Servicio de Impuestos Internos.,1972,09/09/2013 
Fundamento Jurídico del cobro de Impuesto Territorial a titulares de concesiones marítimas.,1938,04/09/2013 
"Solicita aclaración respecto de solicitud, relativa a la inscripción de vehículos motorizados ",1655,30/07/2013 
"Aplicación de Impuesto a las Herencias, Asignaciones y Donaciones, Ley N° 16.271. ",1619,26/07/2013 
Documentos que se emiten para el pago de las prestaciones de salud.,1618,26/07/2013 
Notificación de actos administrativos a contribuyentes sin domicilio ni residencia en Chile y establecimientos permanentes.,1455,03/07/2013 
"Aplicación de la norma del artículo 13, inciso cuarto, del D.L. N° 701, de 1974.",1454,03/07/2013 
Procedencia de la exención de Impuesto Territorial a favor de un recinto deportivo emplazado en terrenos municipales.,1330,18/06/2013 
Aplicación del artículo 74 del Código Tributario en el caso del Impuesto Territorial.,1329,18/06/2013 
Vigencia de las normas del Código Civil en materia tributaria.,1278,12/06/2013 
"Solicita  confirmar  vigencia  de interpretación contenida en la Circular N° 58 de 1975, respecto del actual artículo 24 N° 6 del D.L. N° 3.475.",1271,11/06/2013 
Solicita información sobre afiliación como trabajador independiente en una AFP.,1266,11/06/2013 
"Informa cambio de criterio tributario del Servicio de Impuestos Internos que sustenta Dictamen 15.640/07, de la Contraloría General de la República.",1155,04/06/2013 
Solicita reconsiderar criterio expuesto en Ord. N° 1.946 de 25.08.2011.,1141,03/06/2013 
Aplicación del artículo 59 bis del Código Tributario.,1047,22/05/2013 
Compatibilización de las normas sobre rendición de cuentas y la normativa tributaria.  Uso de copia autentificada de la factura para efectos del crédito fiscal del IVA. ,918,08/05/2013 
Solicitud de aplicación del Procedimiento de Acuerdo Mutuo contemplado en el Convenio entre Chile y México.,825,23/04/2013 
Obligación de obtener RUT y dar aviso de inicio de actividades en situación que se indica.,701,10/04/2013 
Beneficio tributarios que benefician a FLACSO.,599,25/03/2013 
Fiscalización de cruceros internacionales a través de los Agentes de Naves que deben designar por ley.,581,22/03/2013 
Tratamiento tributario de remuneraciones pagadas a personal de ESO.,571,22/03/2013 
Solicita aclarar Oficio N° 2070 de 2012.Oportunidad en que la fallida debe realizar el término de giro.,487,12/03/2013 
Solicita se autorice el pago del Impuesto de Timbres y Estampillas de una forma distinta a la establecida en el artículo 17 del D.L. N° 3.475.,455,11/03/2013 
Contribuyentes obligados a llevar contabilidad.,454,11/03/2013 
"Aplicación de la exención de pago de contribuciones conforme al Cuadro Anexo, Párrafo I, Letra A, Nº 1, de la Ley N° 17.235, sobre Impuesto Territorial.",212,31/01/2013 
"Calidad de donataria de una Fundación, para los efectos de la Ley N°19.885. ",133,22/01/2013 
"Aplicación de los artículos 3° de la Ley N° 18.985, y 75 bis del Código Tributario, en el caso de enajenación de bienes raíces agrícolas.",131,22/01/2013 
"Facultad de tasación prevista en el artículo 64 del Código Tributario, en el caso de aporte de acciones que indica.",115,22/01/2013 
Aplicacion del Convenio para evitar la doble imposicion suscrito con Brasil  a una pension de jubilacion pagada a un residente en Chile.,2244,04/12/2014 
Solicita confirmar exención de Impuesto de Timbres y Estampillas en caso que indica.,2142,21/11/2014 
Costo tributario de acciones adquiridas por sucesión por causa de muerte que se proyecta aportar a una empresa individual. ,2073,12/11/2014 
Exenciones tributarias para proyecto astronómico.,2064,10/11/2014 
"Procedencia de la Exención establecida en el artículo 18 N° 5 de la Ley N° 16.271, sobre Impuesto a las Herencias, Asignaciones y Donaciones.",1761,02/10/2014 
Solicita confirmar criterios sobre exención del artículo 24 N° 6 de la Ley sobre Impuesto de Timbres y Estampillas.,1599,05/09/2014 
Solicita confirmar procedimiento a seguir para requerir devolución de Impuesto de Timbres y Estampillas en situación que describe.,1596,05/09/2014 
"Aplicación del artículo 9° de la Ley N° 17.236, que aprueba normas que favorecen el ejercicio y la difusión de las artes.",306,19/02/2014 
"Solicita informe sobre la solicitud de la Intendenta Regional, referido a la rendición de cuentas del sector privado, en Fondos de Innovación para la Competitividad.",129,23/01/2014 
Uso de “oficinas virtuales” como domicilio de contribuyentes para fines tributarios.,3294,29/12/2015 
Aplicación del artículo 27 de la Ley sobre Impuesto Territorial a inmuebles de propiedad de la Empresa de los Ferrocarriles del Estado.,3218,21/12/2015 
Solicita pronunciamiento sobre pago de contribuciones en operación de leaseback que expone.,3193,17/12/2015 
Solicita confirmar criterio sobre tratamiento tributario de fondos destinados a constituir una fundación de interés privado panameña.,2852,11/11/2015 
Procedencia de aplicar exención de Impuesto de Timbres y Estampillas a sociedad que indica.,2633,20/10/2015 
Consulta sobre aplicación de la facultad de tasación en un proceso de reorganización empresarial.,2531,07/10/2015 
"Alcance del artículo 26, inciso tercero, Ley N° 16.271, sobre Impuesto a las Herencias, Asignaciones y Donaciones.",2387,21/09/2015 
Solicita confirmar criterios sobre contrato de renta vitalicia que describe.,2002,04/08/2015 
Tratamiento tributario de fideicomiso constituido sobre derechos sociales.,1812,13/07/2015 
Exención de Impuesto Territorial establecida en el artículo 10 de la Ley N° 19.149.,1698,26/06/2015 
Consulta sobre pérdida de domicilio en Chile.,1383,27/05/2015 
Solicita aclaracion de tributacion de linea aerea en el marco del Convenio entre Chile y Australia.,1130,24/04/2015 
Municipalidad competente para cobro de patente municipal.,1118,24/04/2015 
Consulta sobre aplicación de normas de la Ley N° 18.046 de Sociedades Anónimas a una fusión por incorporación de dos sociedades de personas,1013,14/04/2015 
"Solicita confirmar criterios tributarios relacionados con los artículos 34 y 60, inciso 8°, del Código Tributario.",1012,14/04/2015 
"Se ha solicitado se certifique que el acto administrativo (relativo a una solicitud previa de devolución de impuestos) se encuentra en estado de resolverse, en virtud de lo dispuesto en el artículo 24 de la Ley N° 19.880, sobre procedimientos administrativos",913,01/04/2015 
"Se ha solicitado a este Servicio informar al tenor de lo expuesto a ese organismo contralor por la Superintendencia de Casinos de Juego, en la presentación que adjunta.",764,17/03/2015 
Solicitud de aplicación del Procedimiento de Acuerdo Mutuo contemplado en el Convenio entre Chile y México.,747,13/03/2015 
"Aplicación numerales 1 ó 5, del artículo 18°, de la Ley sobre Impuesto a las Herencias, Asignaciones y Donaciones, en el caso de asignaciones testamentarias que indica.",643,26/02/2015 
"Consulta respecto de la deducción como crédito, conforme a lo dispuesto en los artículos 41 A y 41 C de la Ley sobre Impuesto a la Renta (LIR), de impuesto pagado en Colombia.",607,26/02/2015 
"Consulta sobre tributación de sumas pagadas a un proveedor español, por el uso de un programa computacional.",606,26/02/2015 
"Se solicita un pronunciamiento sobre la procedencia de practicar retención a pagos por regalías y publicidad, remesados a un país con el cual existe un convenio vigente.",605,26/02/2015 
Aplicación de la exención contenida en el Convenio sobre Prerrogativas e Inmunidades de las Naciones Unidas.,532,19/02/2015 
Posibilidad que ONG creada bajo la Ley N° 20.500 reciba donaciones de acuerdo a la Ley 19.885.,511,16/02/2015 
Costo tributario de acciones adquiridas por donación.,459,12/02/2015 
Establecer obligación que los estados financieros sean firmados por contadores colegiados o al menos con certificaciones al día.,276,02/02/2015 
Adquisición de derecho de sepultación familiar.,193,22/01/2015 
Solicita informe sobre cumplimiento de requisito que indica para acogerse al régimen preferencial establecido en la Ley N° 18.392.,3417,29/12/2016 
Solicita pronunciamiento sobre tratamiento tributario aplicable a sociedad que tiene por objeto social obtener utilidades en juegos de azar. ,3388,27/12/2016 
Alcance de la exención de Impuesto Territorial en el caso de inmuebles pertenecientes a una “federación deportiva”. ,3349,26/12/2016 
"No corresponde dejar sin aplicación la sobretasa del artículo 8 de la Ley sobre Impuesto Territorial por el total del terreno que se encuentre impedido de edificar, sino sólo respecto de la parte o superficie afectada. ",3304,16/12/2016 
Solicita confirmar criterios sobre exención contemplada en el artículo 24 N° 6 de la Ley sobre Impuesto de Timbres y Estampillas.,3100,18/11/2016 
Solicita confirmar criterios relativos a exención contemplada en el artículo 24 N° 6 de la Ley sobre Impuesto de Timbres y Estampillas.,3099,18/11/2016 
Consulta sobre tratamiento de donaciones recibidas para financiar actividades de institución que indica. ,2869,18/10/2016 
Procedencia de la exención contemplada en el artículo 18 N° 5 de la Ley N° 16.271 en el caso de una donación destinada a pagar un crédito para financiar la construcción de un colegio.,2732,30/09/2016 
Consultas relativas a la aplicación del artículo 5° del Decreto Ley N° 359 de 1974.,2731,30/09/2016 
Tributación de la cesión de derechos hereditarios.,2730,30/09/2016 
"Alcance del artículo 16 del DFL N° 2 de 1959 sobre Plan Habitacional, en caso de viviendas económicas adquiridas en cumplimiento de contrato de leaseback.",2729,30/09/2016 
Solicita confirmar criterios sobre aplicación del artículo 3° de la Ley sobre Impuesto de Timbres y Estampillas en operación que indica.,2497,06/09/2016 
Solicita confirmar criterios relativos a exención contemplada en el artículo 24 N° 6 de la Ley sobre Impuesto de Timbres y Estampillas.,2404,26/08/2016 
Solicita confirmar criterios relativos a exención contemplada en el artículo 24 N° 6 de la Ley sobre Impuesto de Timbres y Estampillas.,2403,26/08/2016 
Solicita pronunciamiento sobre créditos para financiar exportaciones. ,2402,26/08/2016 
Pérdida de domicilio o residencia en Chile. ,2306,19/08/2016 
Solicita revisar pronunciamiento contenido en el Oficio N° 1958 de 2007.,2111,27/07/2016 
"Solicita confirmar criterios sobre exención del artículo 24 N° 6, de la Ley sobre Impuesto de Timbres y Estampillas.",1848,24/06/2016 
Solicita pronunciamiento sobre la calidad de institución financiera de contribuyente que indica. ,1847,24/06/2016 
Exención de Impuesto de Timbres y Estampillas que favorece a bancos e instituciones financieras.,1846,24/06/2016 
Aplicación de exención contenida en el artículo 24 N° 6 de la Ley de Timbres y Estampillas a documento que indica.,1845,24/06/2016 
Solicita pronunciamiento sobre exención de contribuciones de bienes raíces pertenecientes a las Fábricas y Maestranzas del Ejército. ,1835,23/06/2016 
Tasa de Impuesto de Timbres y Estampillas en la adquisición de viviendas económicas y mecanismo de devolución de impuestos.,1829,23/06/2016 
Solicita pronunciamiento sobre la posibilidad legal de determinar diferencias de impuesto respecto de un socio sin antes determinar si existen diferencias de impuesto en la sociedad fuente.,1827,23/06/2016 
Consulta sobre pérdida de domicilio en Chile y aplicación de Impuesto Adicional en caso que indica.,1826,23/06/2016 
"Consulta acerca de la existencia en el Régimen Jurídico Chileno, de una ley que regule el reparto de recursos fiscales.",1703,15/06/2016 
Tratamiento tributario de herencia adquirida por contribuyente chilena por parte de causante no residente ni domiciliado en Chile.,1702,15/06/2016 
Solicita confirmar vigencia del criterio contenido en el Oficio N° 1264 de 2009.,1495,31/05/2016 
"Ley N° 19.749, que establece normas para facilitar la creación de microempresas familiares.",1384,17/05/2016 
Solicitud de exención del Impuesto Territorial. ,1283,06/05/2016 
Solicitud de dictamen interpretativo sobre materia que expone.,1076,22/04/2016 
Cotizaciones obligatorias para trabajadoras independientes que emiten boletas de honorarios.,884,05/04/2016 
Solicita eliminar exención de impuesto específico al petróleo diesel de que gozan las grandes mineras. ,883,05/04/2016 
Solicita un pronunciamiento sobre el sujeto obligado al pago de contribuciones en el marco de un contrato de leasing. ,882,05/04/2016 
Solicita se interprete alcance de la exención del Impuesto Territorial otorgada a las Universidades.,879,05/04/2016 
Fecha a considerar para efectos de aplicar exención de Impuesto Territorial en caso de inmueble adquirido por fusión impropia.,878,05/04/2016 
Impuesto de contribución social sobre utilidad neta (CSLL). ,869,05/04/2016 
Emisión y notificación de giros que se efectúan a una comunidad hereditaria después de transcurrido el plazo de tres años desde la apertura de la sucesión.,848,04/04/2016 
Solicita pronunciamiento sobre exención contemplada en el artículo 18 N° 5 de la Ley N°16.271 en caso que indica.,507,23/02/2016 
Rendición de gastos en caso que Indica. Incompetencia del Servicio de Impuestos Internos.,281,03/02/2016 
Exención de impuesto en caso de donaciones para financiar tratamientos médicos.,170,22/01/2016 
Formula consultas y comentarios sobre la legislación tributaria.,154,20/01/2016 
Factibilidad de aplicar impuestos diferenciados para la zona geográfica de Punta Arenas.,83,13/01/2016 
"Exención personal del Impuesto de Timbres y Estampillas a favor del Fisco. Solicita complementar Oficio N° 2142, de 2014, de este Servicio. ",886,05/04/2014 
"Exención contenida en el Párrafo I, Letra A, N° 2, del Cuadro Anexo de la Ley N° 17.235 en contrato de leasing modalidad leaseback.",2599,07/12/2017 
"Consulta sobre alcance del artículo 3°, inciso tercero, del Decreto con Fuerza de Ley N° 2, de 1959, sobre Plan Habitacional.",2597,07/12/2017 
Solicita confirmar criterios sobre exención contemplada en el artículo 24 N° 6 de la Ley sobre Impuesto de Timbres y Estampillas.,2395,06/11/2017 
Impuesto de Herencia en la sucesión de extranjero que incluye bienes situados en Chile,2351,26/10/2017 
Base de cálculo del impuesto específico del artículo 43 ter de la Ley General de Pesca y Acuicultura.,2350,26/10/2017 
"Consulta si a la reorganización que describe le afectan las disposiciones de los artículos 4° bis, ter y quáter del Código Tributario.",2109,29/09/2017 
Solicita confirmar criterios sobre exención contemplada en el artículo 24 N° 6 de la Ley sobre Impuesto de Timbres y Estampillas respecto de empresas de factoring no bancarias.,1996,06/09/2017 
Certificado a presentar en Argentina para acreditar residencia en Chile para los fines del Convenio vigente entre ambos paises.,1857,17/08/2017 
"Solicita confirmar aplicación de exención de Impuesto Territorial contenida en el Párrafo I, Letra D, N° 3 del Cuadro Anexo, de la Ley sobre Impuesto Territorial.",1855,17/08/2017 
"Solicita confirmar criterios sobre facultad de tasar del artículo 64, inciso quinto, del Código Tributario en caso de reorganización empresarial que indica.",1854,17/08/2017 
Solicita confirmar que estacionamientos del hospital clínico de una Universidad se benefician con exención de Impuesto Territorial.,1706,28/07/2017 
Solicita confirmar criterios sobre exención contemplada en el artículo 24 N° 6 de la Ley sobre Impuesto de Timbres y Estampillas.,1649,19/07/2017 
"Solicita pronunciamiento sobre alcance del artículo 26, inciso primero, Ley N° 16.271, en el pago de saldos insolutos que deben efectuar las Cajas de Previsión. ",1612,17/07/2017 
"Consulta si en el caso concreto, la utilización de un Fondo de Inversión Privado como vehículo de inversión, no constituye una actuación elusiva en los términos de lo dispuesto en los artículos 4° bis, ter y quáter del Código Tributario.",1332,19/06/2017 
"Posibilidad de tener como válido el pago del impuesto específico del artículo 43 ter de la Ley N° 18.892, Ley General de Pesca y Acuicultura, efectuado en una forma distinta a la legalmente establecida",1346,15/06/2017 
Solicita pronunciamiento sobre exención de Impuesto de Timbres y Estampillas establecida en el inciso final del artículo 14° transitorio de la Ley N° 20.845.,1344,15/06/2017 
Recaudación de impuestos relativos a máquinas tragamonedas de juegos de azar y de habilidad.,1343,15/06/2017 
Regla de reciprocidad sobre impuesto a los créditos y débitos en cuentas corrientes bancarias que sería aplicable en Chile.,1290,09/06/2017 
Solicita confirmar criterios sobre exención contemplada en el artículo 24 N° 6 de la Ley sobre Impuesto de Timbres y Estampillas.,1029,12/05/2017 
Aplicación e interpretación del artículo 1° letra A de la Ley N° 17.235 en caso que indica.,639,29/03/2017 
Solicita pronunciamiento sobre exención contemplada en el artículo 18 N° 5 de la Ley N° 16.271 en caso que indica,416,23/03/2017 
Aplicación del Impuesto de Timbres y Estampillas a tarjetas de crédito no bancarias.,548,15/03/2017 
"Aplicación de la exención de Impuesto Territorial contenida en el Párrafo I, Letra D, N° 3 del Cuadro Anexo de la Ley sobre Impuesto Territorial.",468,03/03/2017 
Consulta sobre tratamiento tributario de mecanismos para recibir aportes con el propósito de financiar una candidatura.,298,09/02/2017 
"Consulta si los actos jurídicos ejecutados en el contexto de la división, disolución y término de giro de la sociedad continuadora, considerados individualmente o en su conjunto, no califican como abuso de las formas jurídicas o simulación para efectos de las Normas Generales Anti Elusivas consagradas en los artículos 4° bis, 4° ter y 4° quáter del Código Tributario",261,03/02/2017 
"Residencia en el Reino Unido de sociedad que indica, para fines del Convenio para Evitar la Doble Imposición entre Chile y el Reino Unido.",166,23/01/2017 
Exencion de Impuesto Territorial a comunidades indigenas.,2284,18/12/2019 
SOLICITA APLICAR LAS NORMAS DEL D.L N°825 EN BASE A LA NATURALEZA JURIDICA DE LOS HECHOS ECONOMICOS REALES QUE SE EJECUTAN,2769,21/12/2018 
"Consulta respecto de la interpretación del artículo 15 del D.F.L N° 2 de 1959 y si a un contrato de leasing habitacional de viviendas económicas a corto plazo le aplican las normas anti elusivas de los artículos 4° bis, ter y quáter del Código Tributario.",2637,14/12/2018 
"Consulta sobre límite de viviendas económicas susceptibles de acogerse al DFL N° 2 de 1959, sobre Plan Habitacional, cuando son adquiridas por sucesión de causa de muerte.",2542,04/12/2018 
Aplicación de Impuesto Territorial en caso de estacionamientos subterráneos entregados en concesión que se indican.,2541,04/12/2018 
"Consulta si a la reorganización societaria que describe, no le son aplicables las disposiciones de los artículos 4 bis, ter y quáter del Código Tributario.",2514,28/11/2018 
Pago de Impuesto de Timbres y Estampillas en la emisión de bonos para su canje con otros bonos previamente emitidos.,2384,19/11/2018 
Alcance del artículo 27 de la Ley sobre Impuesto Territorial a inmuebles del patrimonio de afectación de la Dirección de Bienestar de la Dirección General de Aeronáutica Civil.,2285,31/10/2018 
Alcance del concepto “valor tributario” utilizado en el artículo 64 del Código Tributario para caso que indica.,2126,12/10/2018 
Concepto de pago de “contribuciones”.,2124,12/10/2018 
Solicita confirmar criterios sobre exención contemplada en el artículo 24 N° 6 de la Ley sobre Impuesto de Timbres y Estampillas.,2122,12/10/2018 
Solicita aclarar criterio sobre exención contemplada en el artículo 24 N° 6 de la Ley sobre Impuesto de Timbres y Estampillas.,2027,03/10/2018 
"Consulta sobre fecha en que se inicia cómputo del plazo de prescripción para ejercer la facultad del artículo 63 de la Ley N° 16.271, sobre Impuesto a las Herencias, Asignaciones y Donaciones.",1851,06/09/2018 
Aplicación de Convenio de Transporte Internacional entre Chile y los Emiratos Árabes Unidos.,1649,07/08/2018 
"Solicita pronunciamiento sobre exención contenida en el Párrafo I, Letra D, N° 3 del Cuadro Anexo, de la Ley sobre Impuesto Territorial.",1606,02/08/2018 
Solicita confirmar criterios sobre exención contemplada en el artículo 24 N° 6 de la Ley sobre Impuesto de Timbres y Estampillas.,1588,31/07/2018 
Competencia para proceder a la devolución del Impuesto Específico del artículo 43 ter de la Ley General de Pesca y Acuicultura pagado en exceso. ,1535,18/07/2018 
"Consulta si en el caso concreto, la utilización de Confirming Inmobiliario presenta elementos que lo hagan objeto de algún tipo de reproche desde la óptica de lo dispuesto en los artículos 4° bis, ter y quáter del Código Tributario.",1303,25/06/2018 
Solicita confirmar criterios en el aporte de un centro comercial como establecimiento de comercio.,1018,23/05/2018 
Consulta sobre obligación de confeccionar formulario 2890 por parte de los notarios en casos de escrituras públicas de cesión del derecho real de herencia. ,1006,22/05/2018 
​Solicita confirmar que hospital clínico de una Universidad se beneficia con exención de Impuesto Territorial.,948,11/05/2018 
"Consulta si a la operación que describe le afectan las disposiciones de los artículos 4° bis, ter y quáter del Código Tributario.",883,04/05/2018 
Consulta si la determinación del precio en la venta de unos derechos sociales podría ser de alguna forma considerada elusiva.,882,04/05/2018 
Consulta sobre nacimiento de obligación tributaria en caso que indica y domicilio para efecto de notificaciones. ,779,20/04/2018 
Consulta sobre exención de Impuesto a las Donaciones en el caso de donaciones efectuadas al Servicio de Vivienda y Urbanismo.,531,19/03/2018 
Aplicación de sobretasa a sitios parcialmente afectos a utilidad pública o expropiación.,529,19/03/2018 
Solicita confirmar criterios sobre exención contemplada en el artículo 24 N° 6 de la Ley sobre Impuesto de Timbres y Estampillas.,526,16/03/2018 
Solicita confirmar criterios sobre exención contemplada en el artículo 24 N° 6 de la Ley sobre Impuesto de Timbres y Estampillas.,525,16/03/2018 
Solicita confirmar criterios sobre exención contemplada en el artículo 24 N° 6 de la Ley sobre Impuesto de Timbres y Estampillas.,524,16/03/2018 
Solicita confirmar criterios sobre exención contemplada en el artículo 24 N° 6 de la Ley sobre Impuesto de Timbres y Estampillas.,523,16/03/2018 
Consulta del Consulado de Bolivia sobre el cumplimiento del artículo 32 de la Convención de Viena sobre Relaciones Consulares.,475,05/03/2018 
Solicita confirmar criterios sobre exención contemplada en el artículo 24 N° 6 de la Ley sobre Impuesto de Timbres y Estampillas.,469,05/03/2018 
Solicita confirmar criterios sobre exención contemplada en el artículo 24 N° 6 de la Ley sobre Impuesto de Timbres y Estampillas.,436,26/02/2018 
Solicita confirmar criterios sobre exención contemplada en el artículo 24 N° 6 de la Ley sobre Impuesto de Timbres y Estampillas.,435,26/02/2018 
Solicita informar sobre normativa y restricciones que afectarían la compra de un inmueble.,434,26/02/2018 
Solicita informar sobre exención de cobros asociados a la compra de un inmueble por parte de la Embajada de Estados Unidos. ,433,26/02/2018 
"Consulta si a la reorganización que describe le afectan las disposiciones de los artículos 4°bis, ter y quáter del Código Tributario.",365,15/02/2018 
Efectos tributarios de la fusión de una sociedad constituida en Chile con una sociedad constituida en el extranjero. ,362,15/02/2018 
Remite informe solicitado sobre calificación y conformación de servicios mínimos y equipos de emergencia. ,330,12/02/2018 
Solicita confirmar exención de Impuesto Territorial a inmuebles que indica.,305,12/02/2018 
"Se ha requerido a este Servicio informar sobre lo dispuesto en el inciso tercero del artículo 1° de la Ley N° 18.392, que establece un régimen preferencial aduanero y tributario para el territorio de la XII Región de Magallanes y de la Antártica Chilena.",179,26/01/2018 
"Solicita confirmar criterio relativo al artículo 4° N° 3 de la Ley N° 16.271, sobre Impuesto a las Herencias, Asignaciones y Donaciones.",10,02/01/2018 
Consulta sobre aplicación del beneficio contenido en la Ley N° 20.732 a nudo propietario de un bien raíz.,9,02/01/2018 
"Se ha consultado a esta Dirección Nacional sobre la tributación relativa al Impuesto Territorial, de los bienes nacionales de uso público entregados en concesión para la construcción, conservación, reparación y explotación de una obra pública.",4143,22/08/2003 
" Venta de acciones - Calificación de habitualidad - No se consideran habituales las inversiones en acciones de sociedades de complementación industrial. (Oficio Nº 4.563, del 16.12.1999).",4563,16-12-1999
" Plazo de tres años que se aplica a contribuyentes extranjeros con domicilio o residencia en el país - Criterios para otorgar prórroga - Art. 8°, N° 8, del Código Tributario. (Oficio Nº 4.562, del 16.12.1999).",4562,16-12-1999
" Tributación que afecta a intereses de inversiones efectuadas en el mercado nacional y extranjero - Actividad agrícola - Tributan en base a renta presunta. (Oficio Nº 4.520, del 14.12.1999).",4520,14-12-1999
" Permuta de acciones - División de sociedad - Operación motivo de la cual se constituiría una nueva sociedad - Patrimonio se distribuiría por partes iguales entre ambas sociedades. (Oficio Nº 4.360, del 01.12.1999).",4360,01-12-1999
" División de sociedad anónima - Constituyendo en el acto de división una nueva sociedad - Venta de acciones a un tercero una vez efectuada la división - Tratamiento tributario del mayor valor obtenido. (Oficio Nº 4.359, del 01.12.1999)",4359,01-12-1999
" Tributación aplicable al caso de enajenación de predio agrícola mediante la figura legal de aportarlo en dominio a una sociedad de personas de giro agrícola y si constituyen renta para el enajenante, el mayor valor obtenido en la enajenación, hasta la concurrencia del valor que informa la tasación efectuada en conformidad al artículo 5° de la Ley N° 18.985. (Oficio N° 4.322, del 29.11.1999 - I. Directos).",4322,29-11-1999
" Solicitan información tributaria de los contratos de Joint Ventures. (Oficio Nº 4.270, de 25.11.1999 - I. Directos).",4270,25-11-1999
" Oportunidad en que se entienden adquiridos o enajenados los bienes raíces y calificación de la indemnización por expropiación de un bien raíz. (Oficio Nº 4.176, de 17.11.1999 - I. Directos).",4176,17-11-1999
" Interpretación del Servicio, a la frase ""dependiendo si son del mismo género, calidad y características"", relativa al ajuste por corrección monetaria de los bienes adquiridos en el segundo o primer semestre del ejercicio y si se contabilizan los precios unitarios al equivalente en dólares norteamericanos utilizados por las Aduanas en la liquidación de los derechos de importación respectivos. (Oficio Nº 4.102, de 10.11.1999 - I. Directos).",4102,10-11-1999
" Partición de una sucesión hereditaria dentro de la cual existe un bien raíz agrícola que se encuentra en renta efectiva y uno de los herederos es agricultor y está bajo el sistema de renta presunta. (Oficio Nº 4.101, de 10.10.1999 - I. Directos).",4101,10-10-1999
" Vida útil de bienes que conforman el activo inmovilizado, para efectos de su depreciación tributaria. (Oficio Nº 4.032, de 03.11.1999 - I. Directos).",4032,03-11-1999
" Años de vida útil de máquina médica según la clasificación del S.I.I. y posibilidad de aplicar depreciación acelerada. (Oficio Nº 3.981, de 28.10.1999 - I. Directos).",3981,28-10-1999
" Definición del concepto Patrimonio Neto, para determinar si está asociado al Patrimonio Financiero o corresponde al Capital Propio Tributario, en el caso de división de sociedades. (Oficio Nº 3.980, de 28.10.1999 - I. Directos).",3980,28-10-1999
" Tributación que afecta a la Corporación de Fomento de la Producción por las rentas obtenidas en la enajenación de acciones de sociedades anónimas e intereses provenientes de préstamos y depósitos en el mercado de capitales. (Oficio Nº 3.911, de 21.10.1999 - I. Directos).",3911,21-10-1999
